id_contrato;id_cliente;data_venda;loja;canal_venda;valor_total;n_parcelas;valor_parcela;bairro;sexo;idade;renda_declarada;status_contrato;data_snapshot
C02784;CLI00666;05/12/2024;Zona Leste;Loja física;2315,35;12;192,95;Centro;F;33;2536,33;Quitado;15/03/2026
C02785;CLI01296;08/10/2025;Shopping Norte;Loja física;1357,57;6;226,26;Jd. America;F;44;3732,61;Em dia;15/03/2026
C02786;CLI01187;03/10/2025;Shopping Norte;Loja física;3767,13;18;209,28;Jardim Botânico;M;21;1540,04;Em dia;15/03/2026
C02787;CLI01655;26/12/2024;Shopping Norte;Loja física;2571,5;12;214,29;Vila Progresso;M;34;4375,85;Inadimplente;15/03/2026
C02788;CLI00221;24/12/2024;Centro;Site;1929,24;12;160,77;Centro;M;43;2421,63;Inadimplente;15/03/2026
C02789;CLI00620;11/11/2025;Zona Leste;Loja física;2653,27;6;442,21;Centro;M;44;1615,08;Inadimplente;15/03/2026
C02791;CLI01072;07/08/2025;Shopping Norte;Site;890,13;18;49,45;Parque das Flores;M;50;4583,55;Em dia;15/03/2026
C02792;CLI00357;23/12/2024;Shopping Norte;Loja física;787,78;10;78,78;Vila Progresso;M;36;2029,36;Quitado;15/03/2026
C02793;CLI01408;28/02/2025;Zona Leste;Loja física;4142,34;18;230,13;Jardim Botânico;M;43;3082,37;Em dia;15/03/2026
C02795;CLI02546;08/11/2024;Centro;Site;1564,48;6;260,75;Bela Vista;M;31;2370,91;Inadimplente;15/03/2026
C02796;CLI01514;12/04/2025;Centro;Loja física;1315,63;18;73,09;Vila Progresso;M;26;4303,24;Em dia;15/03/2026
C02797;CLI00691;10/11/2024;Shopping Norte;Loja física;3172,12;12;264,34;Centro;F;44;2183,46;Inadimplente;15/03/2026
C02798;CLI01837;02/12/2024;Shopping Norte;Site;2196,51;24;91,52;Cidade Nova;M;47;4304,53;Inadimplente;15/03/2026
C02799;CLI02749;21/08/2024;Shopping Norte;Loja física;4259,84;10;425,98;Vila Progresso;F;51;5141,85;Quitado;15/03/2026
C02802;CLI00881;24/01/2025;Zona Leste;Loja física;713,67;18;39,65;Jardim América;F;30;7765,54;Inadimplente;15/03/2026
C02803;CLI02169;06/11/2025;Online;Loja física;1095,28;24;45,64;Alto da Serra;F;43;3265,78;Em dia;15/03/2026
C02804;CLI00538;18/01/2025;Shopping Norte;Loja física;1778,17;6;296,36;Vila Progresso;F;20;2001,21;Quitado;15/03/2026
C02805;CLI01518;10/10/2025;Zona Leste;Televendas;2155,85;18;119,77;Cidade Nova;M;63;4783,17;Em dia;15/03/2026
C02806;CLI02030;24/09/2024;Centro;Televendas;771,78;10;77,18;Bela Vista;F;60;2115,01;Inadimplente;15/03/2026
C02807;CLI00698;05/07/2025;Shopping Norte;Televendas;4402,84;10;440,28;Centro;F;60;1031,21;Inadimplente;15/03/2026
C02808;CLI01041;04/02/2025;Centro;Loja física;977,59;6;162,93;Parque das Flores;M;49;4520,86;Quitado;15/03/2026
C02809;CLI01180;09/02/2025;Zona Leste;Loja física;985,1;18;54,73;Bela Vista;F;43;2648,44;Inadimplente;15/03/2026
C02810;CLI01422;14/10/2024;Zona Leste;Loja física;1833,96;12;152,83;Parque das Flores;F;43;4858,5;Quitado;15/03/2026
C02811;CLI02658;15/05/2025;Zona Leste;Site;2693,67;18;149,65;Parque das Flores;F;78;5076,12;Inadimplente;15/03/2026
C02812;CLI02174;23/08/2025;Shopping Norte;Loja física;534,38;10;53,44;Centro;F;32;3915,29;Em dia;15/03/2026
C02813;CLI01161;26/09/2025;Shopping Norte;Loja física;1851,96;12;154,33;Jardim América;F;22;2107,17;Em dia;15/03/2026
C02815;CLI01482;25/08/2025;Centro;Televendas;1342,89;6;223,82;Parque das Flores;F;45;3447,76;Quitado;15/03/2026
C02816;CLI01603;11/07/2024;Zona Leste;Televendas;856,91;10;85,69;Alto da Serra;F;48;2340,54;Quitado;15/03/2026
C02817;CLI00708;10/04/2025;Shopping Norte;Loja física;1785,06;10;178,51;Centro;F;33;3056,43;Quitado;15/03/2026
C02818;CLI00687;19/10/2024;Shopping Norte;Televendas;3143,44;6;523,91;Alto da Serra;M;58;5737,75;Inadimplente;15/03/2026
C02820;CLI00338;28/05/2025;Shopping Norte;Site;1255,12;6;209,19;Vila Progresso;F;32;7120,07;Quitado;15/03/2026
C02821;CLI01917;09/04/2025;Online;Loja física;3153,8;18;175,21;Jardim Botânico;M;64;4247,19;Inadimplente;15/03/2026
C02822;CLI01707;22/01/2025;Shopping Norte;Loja física;937,88;10;93,79;Jardim América;F;32;915,39;Quitado;15/03/2026
C02824;CLI01282;14/07/2024;Centro;Loja física;1625,95;12;135,5;Centro;F;54;1918,3;Inadimplente;15/03/2026
C02825;CLI00141;26/10/2025;Online;Site;1699,13;12;141,59;Parque das Flores;M;27;2407,39;Em dia;15/03/2026
C02826;CLI00357;06/09/2025;Shopping Norte;Loja física;3016,15;24;125,67;Centro;F;52;2267,8;Inadimplente;15/03/2026
C02827;CLI01554;14/10/2025;Shopping Norte;Loja física;5243,79;18;291,32;Vila Progresso;M;44;4519,28;Em dia;15/03/2026
C02828;CLI02104;13/11/2025;Zona Leste;Loja física;2358,04;12;196,5;Alto da Serra;M;24;4861,76;Inadimplente;15/03/2026
C02830;CLI00176;22/07/2025;Zona Leste;Loja física;745,4;10;74,54;Parque das Flores;M;44;3876,81;Inadimplente;15/03/2026
C02831;CLI00207;09/10/2025;Zona Leste;Loja física;1956,99;18;108,72;Jardim América;F;27;2800,43;Em dia;15/03/2026
C02832;CLI01686;10/09/2025;Shopping Norte;Loja física;1296,95;12;108,08;Centro;F;37;3944,34;Em dia;15/03/2026
C02833;CLI01552;26/05/2025;Shopping Norte;Site;3550,19;10;355,02;Vila Progresso;M;21;1781,31;Inadimplente;15/03/2026
C02834;CLI00320;20/06/2024;Centro;Site;5539,45;18;307,75;Jardim Botânico;M;29;2341,97;Quitado;15/03/2026
C02835;CLI01638;11/09/2025;Shopping Norte;Loja física;2144,24;6;357,37;Cidade Nova;M;45;1821,83;Quitado;15/03/2026
C02837;CLI02017;07/10/2025;Shopping Norte;Loja física;1992,7;10;199,27;Jd. America;M;63;2120,82;Inadimplente;15/03/2026
C02838;CLI01034;27/10/2024;Zona Leste;Loja física;1216,98;12;101,42;Jd. America;M;76;5576,68;Inadimplente;15/03/2026
C02839;CLI01004;04/08/2024;Zona Leste;Loja física;1067,9;10;106,79;Jd. America;M;57;2206,72;Inadimplente;15/03/2026
C02840;CLI00005;09/11/2024;Shopping Norte;Loja física;1366,32;12;113,86;Alto da Serra;M;47;2076,73;Quitado;15/03/2026
C02841;CLI00464;03/06/2025;Centro;Loja física;3416,13;12;284,68;Vila Progresso;F;46;1308,79;Inadimplente;15/03/2026
C02842;CLI00295;05/06/2025;Zona Leste;Loja física;3588,06;6;598,01;Cidade Nova;F;22;5746,81;Quitado;15/03/2026
C02843;CLI02048;04/04/2025;Online;Loja física;3665,75;10;366,58;Parque das Flores;M;28;3766,1;Inadimplente;15/03/2026
C02844;CLI01123;06/06/2025;Zona Leste;Loja física;2814,79;24;117,28;Vila Progresso;M;64;1478,4;Inadimplente;15/03/2026
C02845;CLI00157;06/10/2025;Zona Leste;Televendas;1588,66;10;158,87;Alto da Serra;M;54;2964,39;Em dia;15/03/2026
C02846;CLI02285;29/09/2025;Centro;Loja física;772,71;10;77,27;Jd. America;M;48;2705,81;Em dia;15/03/2026
C02847;CLI00165;10/11/2024;Shopping Norte;Loja física;1019,58;12;84,96;Bela Vista;M;68;3792,61;Quitado;15/03/2026
C02848;CLI01003;15/10/2024;Centro;Loja física;1298,47;18;72,14;Vila Progresso;M;42;1468,43;Em dia;15/03/2026
C02849;CLI01703;08/12/2024;Shopping Norte;Loja física;5831,13;12;485,93;Centro;F;23;5967,07;Quitado;15/03/2026
C02850;CLI00459;11/08/2024;Shopping Norte;Site;1840,78;12;153,4;Jardim América;M;42;1566,97;Quitado;15/03/2026
C02851;CLI01573;18/09/2024;Online;Loja física;930,73;6;155,12;Vila Progresso;F;68;2736,43;Quitado;15/03/2026
C02852;CLI00281;22/04/2025;Zona Leste;Loja física;904,66;10;90,47;Jardim América;F;52;1747,86;Quitado;15/03/2026
C02853;CLI02099;29/07/2025;Shopping Norte;Loja física;3223,46;12;268,62;Jardim Botânico;M;49;3968,02;Em dia;15/03/2026
C02854;CLI02278;05/12/2024;Centro;Loja física;8198,71;12;683,23;Centro;M;36;3025,23;Inadimplente;15/03/2026
C02855;CLI01776;08/11/2024;Zona Leste;Loja física;995,23;12;82,94;Centro;F;44;1326,81;Quitado;15/03/2026
C02856;CLI02114;04/09/2024;Centro;Loja física;646,76;12;53,9;Bela Vista;M;42;2575,08;Quitado;15/03/2026
C02857;CLI00359;12/01/2025;Zona Leste;Loja física;1863,41;24;77,64;Vila Progresso;M;18;2552,32;Em dia;15/03/2026
C02859;CLI02066;20/03/2025;Shopping Norte;Loja física;1974,27;6;329,04;Cidade Nova;F;63;2385,37;Quitado;15/03/2026
C02860;CLI00454;31/12/2024;Shopping Norte;Loja física;526,57;18;29,25;Bela Vista;F;18;1672,1;Em dia;15/03/2026
C02861;CLI00017;21/07/2025;Zona Leste;Televendas;3034,64;6;505,77;Jd. America;M;18;5926,42;Quitado;15/03/2026
C02862;CLI00146;25/05/2025;Zona Leste;Site;3173,81;18;176,32;Vila Progresso;M;51;4499,13;Em dia;15/03/2026
C02863;CLI01289;22/02/2025;Shopping Norte;Loja física;2025,37;6;337,56;Vila Progresso;M;30;2998,77;Inadimplente;15/03/2026
C02864;CLI01643;03/11/2024;Shopping Norte;Site;2176,99;6;362,83;Jardim Botânico;F;38;3306,64;Inadimplente;15/03/2026
C02865;CLI02117;17/08/2024;Shopping Norte;Loja física;1694,31;12;141,19;Cidade Nova;F;56;2924,64;Quitado;15/03/2026
C02866;CLI01805;10/10/2024;Centro;Loja física;2757,51;6;459,58;Jardim Botânico;M;48;3323,75;Inadimplente;15/03/2026
C02867;CLI00824;08/02/2025;Online;Loja física;380,0;12;31,67;Parque das Flores;F;48;2461,21;Quitado;15/03/2026
C02868;CLI00549;27/05/2025;Centro;Loja física;6022,64;12;501,89;Jardim América;M;47;2467,84;Inadimplente;15/03/2026
C02869;CLI01880;29/09/2025;Centro;Loja física;1287,97;10;128,8;Jardim Botânico;F;38;2554,88;Inadimplente;15/03/2026
C02870;CLI01591;14/08/2024;Zona Leste;Loja física;1089,42;12;90,79;Vila Progresso;M;36;3210,8;Inadimplente;15/03/2026
C02871;CLI00415;11/10/2025;Shopping Norte;Televendas;639,61;10;63,96;Vila Progresso;M;55;2486,25;Inadimplente;15/03/2026
C02872;CLI00562;18/10/2025;Shopping Norte;Loja física;1158,84;10;115,88;Parque das Flores;F;23;2897,44;Em dia;15/03/2026
C02874;CLI00904;28/07/2024;Centro;Loja física;2813,5;10;281,35;Cidade Nova;F;48;1705,85;Inadimplente;15/03/2026
C02875;CLI00088;15/09/2024;Shopping Norte;Loja física;4755,17;24;198,13;Parque das Flores;M;42;2507,62;Em dia;15/03/2026
C02876;CLI01787;03/09/2025;Shopping Norte;Televendas;1681,27;12;140,11;Vila Progresso;F;29;2224,28;Inadimplente;15/03/2026
C02877;CLI00264;22/09/2025;Centro;Loja física;1615,47;12;134,62;Vila Progresso;M;20;6468,34;Em dia;15/03/2026
C02879;CLI00543;14/07/2025;Centro;Site;783,66;6;130,61;Centro;M;46;5246,28;Quitado;15/03/2026
C02880;CLI00791;17/02/2025;Zona Leste;Televendas;3808,05;6;634,68;Vila Progresso;F;26;2141,36;Em dia;15/03/2026
C02882;CLI02123;20/08/2025;Zona Leste;Site;1905,58;6;317,6;Parque das Flores;F;43;2552,34;Inadimplente;15/03/2026
C02883;CLI00286;20/11/2024;Centro;Loja física;971,12;12;80,93;Jardim Botânico;M;35;2952,81;Quitado;15/03/2026
C02884;CLI00238;07/11/2025;Zona Leste;Loja física;642,04;12;53,5;Bela Vista;M;58;2251,53;Em dia;15/03/2026
C02885;CLI02171;22/07/2025;Zona Leste;Loja física;1559,45;12;129,95;Bela Vista;F;64;3987,94;Inadimplente;15/03/2026
C02886;CLI00415;23/09/2025;Shopping Norte;Loja física;878,16;12;73,18;Jd. America;F;55;2326,62;Inadimplente;15/03/2026
C02887;CLI00925;07/10/2024;Zona Leste;Loja física;1483,45;12;123,62;Jardim Botânico;M;52;5086,24;Quitado;15/03/2026
C02888;CLI01832;09/07/2024;Shopping Norte;Televendas;958,6;24;39,94;Vila Progresso;M;38;5465,33;Em dia;15/03/2026
C02889;CLI00599;14/09/2025;Centro;Site;1812,24;24;75,51;Parque das Flores;F;49;1783,5;Em dia;15/03/2026
C02891;CLI01179;28/10/2025;Zona Leste;Loja física;2422,22;18;134,57;Bela Vista;F;41;5552,54;Em dia;15/03/2026
C02892;CLI02358;08/11/2024;Centro;Loja física;3610,69;18;200,59;Jd. America;F;48;3015,46;Em dia;15/03/2026
C02893;CLI02402;05/09/2025;Centro;Site;1312,3;6;218,72;Cidade Nova;M;43;3587,76;Quitado;15/03/2026
C02895;CLI00595;12/09/2025;Shopping Norte;Televendas;1125,72;24;46,9;Vila Progresso;M;50;1840,25;Inadimplente;15/03/2026
C02896;CLI00520;16/09/2024;Zona Leste;Loja física;2867,73;18;159,32;Cidade Nova;F;36;2005,4;Inadimplente;15/03/2026
C02897;CLI01562;19/02/2025;Zona Leste;Loja física;694,18;24;28,92;Jd. America;F;53;3250,72;Em dia;15/03/2026
C02898;CLI01801;20/03/2025;Online;Loja física;1672,17;6;278,7;Vila Progresso;M;40;3389,47;Quitado;15/03/2026
C02899;CLI00171;12/01/2025;Zona Leste;Site;1382,66;18;76,81;Centro;F;35;2986,71;Inadimplente;15/03/2026
C02900;CLI00484;14/08/2025;Online;Loja física;1519,15;24;63,3;Centro;M;57;6703,27;Em dia;15/03/2026
C02901;CLI02518;28/10/2025;Online;Site;1843,32;10;184,33;Vila Progresso;M;42;4156,17;Inadimplente;15/03/2026
C02902;CLI01850;20/09/2024;Zona Leste;Loja física;3930,97;12;327,58;Parque das Flores;F;40;3601,78;Quitado;15/03/2026
C02903;CLI01990;21/08/2024;Centro;Loja física;1175,83;10;117,58;Jardim América;F;27;2130,6;Quitado;15/03/2026
C02904;CLI02028;20/09/2025;Zona Leste;Loja física;5565,19;24;231,88;Vila Progresso;F;36;3611,56;Inadimplente;15/03/2026
C02905;CLI00150;08/06/2025;Online;Televendas;1235,19;18;68,62;Cidade Nova;M;57;5168,69;Inadimplente;15/03/2026
C02906;CLI02685;11/11/2024;Centro;Loja física;1234,71;18;68,6;Jardim América;M;32;4749,36;Inadimplente;15/03/2026
C02907;CLI01870;30/07/2024;Centro;Site;380,0;10;38,0;Cidade Nova;F;50;1922,08;Quitado;15/03/2026
C02908;CLI00915;04/09/2025;Shopping Norte;Loja física;1242,75;12;103,56;Centro;M;49;1800,06;Inadimplente;15/03/2026
C02909;CLI00917;09/10/2025;Zona Leste;Televendas;1990,92;6;331,82;Jardim América;F;51;5957,58;Em dia;15/03/2026
C02910;CLI02230;15/07/2025;Centro;Loja física;2685,82;6;447,64;Jardim América;F;46;3818,32;Inadimplente;15/03/2026
C02911;CLI01236;26/03/2025;Shopping Norte;Site;2043,25;18;113,51;Parque das Flores;M;20;1429,13;Em dia;15/03/2026
C02912;CLI01048;07/02/2025;Centro;Loja física;1575,54;18;87,53;Vila Progresso;F;65;2380,16;Inadimplente;15/03/2026
C02913;CLI00606;09/10/2025;Centro;Televendas;1494,34;18;83,02;Parque das Flores;F;31;2669,14;Em dia;15/03/2026
C02914;CLI00646;04/05/2025;Shopping Norte;Loja física;1493,37;18;82,96;Jardim Botânico;M;40;3212,08;Em dia;15/03/2026
C02915;CLI01785;22/09/2024;Centro;Televendas;975,84;6;162,64;Vila Progresso;M;27;1821,56;Quitado;15/03/2026
C02916;CLI01952;23/11/2024;Zona Leste;Loja física;1790,11;12;149,18;Bela Vista;M;38;3623,51;Quitado;15/03/2026
C02917;CLI00343;04/02/2025;Centro;Loja física;793,8;10;79,38;Cidade Nova;M;62;2655,47;Quitado;15/03/2026
C02918;CLI00232;09/11/2024;Zona Leste;Loja física;2774,42;10;277,44;Cidade Nova;F;51;2989,04;Quitado;15/03/2026
C02919;CLI00261;27/08/2025;Zona Leste;Televendas;1490,39;12;124,2;Jardim América;F;18;931,48;Inadimplente;15/03/2026
C02920;CLI01914;02/02/2025;Shopping Norte;Loja física;1038,56;12;86,55;Vila Progresso;M;20;3704,34;Inadimplente;15/03/2026
C02921;CLI00880;13/08/2024;Zona Leste;Loja física;1238,99;12;103,25;Centro;F;45;2635,58;Quitado;15/03/2026
C02922;CLI02321;30/03/2025;Centro;Televendas;1403,39;10;140,34;Vila Progresso;F;35;4623,98;Quitado;15/03/2026
C02923;CLI02136;15/03/2025;Centro;Loja física;5018,21;18;278,79;Jardim América;M;54;2698,05;Em dia;15/03/2026
C02924;CLI01370;11/10/2025;Zona Leste;Loja física;4749,53;18;263,86;Parque das Flores;F;40;4498,75;Em dia;15/03/2026
C02925;CLI00878;18/10/2024;Centro;Loja física;2635,49;24;109,81;Jardim Botânico;M;36;2517,31;Inadimplente;15/03/2026
C02926;CLI00211;13/11/2025;Centro;Loja física;1529,46;10;152,95;Cidade Nova;F;18;2497,97;Em dia;15/03/2026
C02927;CLI02252;23/06/2024;Zona Leste;Site;682,34;12;56,86;Vila Progresso;F;40;2871,26;Quitado;15/03/2026
C02928;CLI01826;21/06/2025;Zona Leste;Televendas;3203,27;10;320,33;Cidade Nova;F;25;5868,21;Em dia;15/03/2026
C02929;CLI01169;20/12/2024;Zona Leste;Televendas;1928,58;6;321,43;Vila Progresso;F;45;2122,08;Inadimplente;15/03/2026
C02930;CLI00347;28/11/2024;Shopping Norte;Site;1616,31;6;269,38;Bela Vista;F;29;3608,23;Quitado;15/03/2026
C02931;CLI01193;18/11/2024;Centro;Site;1180,15;18;65,56;Centro;F;60;2962,93;Inadimplente;15/03/2026
C02932;CLI01441;23/10/2024;Centro;Loja física;2310,32;10;231,03;Alto da Serra;M;41;3362,14;Quitado;15/03/2026
C02934;CLI02471;04/03/2025;Zona Leste;Site;3842,07;10;384,21;Jd. America;F;33;2628,24;Inadimplente;15/03/2026
C02935;CLI02676;19/08/2024;Online;Televendas;1024,82;10;102,48;Jardim América;M;18;1438,91;Quitado;15/03/2026
C02937;CLI01880;24/02/2025;Shopping Norte;Loja física;4193,15;12;349,43;Vila Progresso;F;63;1983,91;Inadimplente;15/03/2026
C02938;CLI02530;11/03/2025;Online;Televendas;3221,47;12;268,46;Bela Vista;M;60;2633,95;Quitado;15/03/2026
C02939;CLI01001;14/11/2024;Centro;Loja física;1348,18;6;224,7;Jardim Botânico;M;38;4013,75;Quitado;15/03/2026
C02940;CLI01775;30/07/2025;Shopping Norte;Televendas;1670,99;6;278,5;Centro;F;44;2049,13;Inadimplente;15/03/2026
C02941;CLI01288;06/10/2024;Shopping Norte;Loja física;1245,46;6;207,58;Jardim América;F;62;1962,42;Inadimplente;15/03/2026
C02942;CLI02011;19/07/2024;Shopping Norte;Loja física;2093,67;10;209,37;Alto da Serra;F;50;2928,6;Quitado;15/03/2026
C02943;CLI00493;15/06/2024;Shopping Norte;Loja física;2743,57;18;152,42;Centro;M;41;4647,22;Quitado;15/03/2026
C02944;CLI01075;27/06/2025;Centro;Televendas;1989,48;12;165,79;Parque das Flores;F;71;5380,61;Em dia;15/03/2026
C02945;CLI02230;06/12/2024;Online;Loja física;2427,94;24;101,16;Alto da Serra;F;29;5874,25;Em dia;15/03/2026
C02947;CLI01480;14/07/2024;Online;Loja física;837,1;12;69,76;Centro;M;39;4399,86;Inadimplente;15/03/2026
C02948;CLI01267;14/08/2025;Centro;Site;810,18;10;81,02;Centro;F;53;3196,67;Em dia;15/03/2026
C02949;CLI01394;16/07/2024;Shopping Norte;Loja física;1403,08;18;77,95;Bela Vista;M;34;1037,02;Inadimplente;15/03/2026
C02951;CLI00525;20/09/2025;Centro;Site;1815,01;18;100,83;Centro;F;19;1762,58;Em dia;15/03/2026
C02952;CLI00748;19/09/2025;Shopping Norte;Site;6174,71;24;257,28;Jardim Botânico;M;28;3262,81;Inadimplente;15/03/2026
C02953;CLI02185;17/07/2024;Zona Leste;Loja física;1601,37;10;160,14;Bela Vista;M;61;5067,19;Em dia;15/03/2026
C02954;CLI00184;27/11/2024;Zona Leste;Loja física;2351,4;24;97,98;Centro;F;26;3983,99;Em dia;15/03/2026
C02955;CLI02037;30/01/2025;Zona Leste;Loja física;1730,39;24;72,1;Jd. America;M;41;1000,85;Inadimplente;15/03/2026
C02956;CLI01881;01/09/2025;Shopping Norte;Loja física;7366,73;10;736,67;Jardim América;M;54;2180,36;Inadimplente;15/03/2026
C02957;CLI02692;10/01/2025;Centro;Loja física;727,24;12;60,6;Jardim América;M;33;3459,5;Inadimplente;15/03/2026
C02958;CLI01672;17/06/2024;Zona Leste;Site;1181,21;18;65,62;Bela Vista;F;52;3466,42;Inadimplente;15/03/2026
C02960;CLI01129;20/09/2024;Shopping Norte;Loja física;945,92;24;39,41;Bela Vista;F;45;2896,81;Em dia;15/03/2026
C02961;CLI01338;12/12/2024;Zona Leste;Loja física;4020,42;10;402,04;Cidade Nova;F;44;1742,2;Inadimplente;15/03/2026
C02962;CLI02158;25/12/2024;Centro;Televendas;2120,29;12;176,69;Bela Vista;F;51;2243,77;Em dia;15/03/2026
C02963;CLI01938;13/11/2024;Shopping Norte;Televendas;2633,71;12;219,48;Jardim Botânico;F;18;3102,6;Quitado;15/03/2026
C02965;CLI00034;30/06/2025;Centro;Site;2708,83;10;270,88;Cidade Nova;F;34;1852,26;Inadimplente;15/03/2026
C02966;CLI01752;27/01/2025;Zona Leste;Loja física;489,33;6;81,55;Cidade Nova;F;23;1652,2;Inadimplente;15/03/2026
C02967;CLI00726;17/08/2025;Centro;Loja física;2572,85;12;214,4;Parque das Flores;F;33;1786,77;Em dia;15/03/2026
C02968;CLI02380;26/07/2024;Centro;Loja física;892,31;10;89,23;Jardim Botânico;M;32;2698,88;Inadimplente;15/03/2026
C02969;CLI01838;22/10/2025;Shopping Norte;Loja física;2974,98;18;165,28;Centro;M;34;4817,99;Inadimplente;15/03/2026
C02970;CLI00031;02/06/2025;Online;Site;632,74;18;35,15;Vila Progresso;M;32;2171,3;Em dia;15/03/2026
C02971;CLI02000;11/05/2025;Centro;Loja física;2764,37;12;230,36;Jardim América;F;53;1971,49;Inadimplente;15/03/2026
C02972;CLI00160;23/01/2025;Centro;Loja física;786,24;12;65,52;Vila Progresso;M;40;2168,44;Quitado;15/03/2026
C02973;CLI01862;20/05/2025;Online;Loja física;3615,69;12;301,31;Cidade Nova;M;18;1676,36;Inadimplente;15/03/2026
C02974;CLI00314;02/07/2024;Centro;Loja física;2079,2;18;115,51;Jardim América;M;45;3338,29;Inadimplente;15/03/2026
C02975;CLI02200;17/03/2025;Zona Leste;Loja física;1028,32;6;171,39;Bela Vista;F;27;2375,7;Inadimplente;15/03/2026
C02976;CLI01604;09/11/2024;Zona Leste;Site;2570,28;24;107,1;Cidade Nova;F;29;1992,02;Quitado;15/03/2026
C02977;CLI01206;13/07/2024;Centro;Loja física;1498,81;24;62,45;Jd. America;M;64;4421,29;Inadimplente;15/03/2026
C02978;CLI02339;19/07/2025;Shopping Norte;Site;2459,09;18;136,62;Bela Vista;M;57;2769,27;Inadimplente;15/03/2026
C02979;CLI00995;08/09/2024;Centro;Loja física;2374,97;18;131,94;Jardim América;M;23;2203,79;Inadimplente;15/03/2026
C02980;CLI01687;28/07/2025;Zona Leste;Loja física;2265,12;12;188,76;Jd. America;F;47;5064,68;Em dia;15/03/2026
C02981;CLI01136;30/07/2025;Centro;Site;789,47;6;131,58;Bela Vista;F;60;1863,43;Quitado;15/03/2026
C02982;CLI01087;09/05/2025;Centro;Loja física;1952,21;10;195,22;Jd. America;M;41;2508,51;Quitado;15/03/2026
C02983;CLI00839;04/03/2025;Shopping Norte;Site;2382,61;18;132,37;Centro;M;40;2124,12;Em dia;15/03/2026
C02984;CLI01998;31/12/2024;Zona Leste;Loja física;669,72;24;27,9;Parque das Flores;M;45;1640,16;Em dia;15/03/2026
C02987;CLI00581;06/11/2024;Shopping Norte;Loja física;2532,08;6;422,01;Vila Progresso;F;35;3137,01;Quitado;15/03/2026
C02988;CLI00528;12/02/2025;Zona Leste;Loja física;3716,32;18;206,46;Cidade Nova;M;53;1738,99;Inadimplente;15/03/2026
C02989;CLI01932;22/09/2024;Shopping Norte;Loja física;1216,95;12;101,41;Jardim Botânico;F;32;5136,38;Quitado;15/03/2026
C02990;CLI02233;30/08/2025;Centro;Loja física;2514,96;18;139,72;Bela Vista;F;23;2914,2;Em dia;15/03/2026
C02991;CLI00413;01/04/2025;Zona Leste;Loja física;1697,12;18;94,28;Jd. America;F;39;1989,44;Em dia;15/03/2026
C02992;CLI01315;28/02/2025;Shopping Norte;Televendas;3656,26;12;304,69;Jardim Botânico;F;34;3301,22;Inadimplente;15/03/2026
C02993;CLI01286;19/07/2025;Centro;Loja física;1399,93;18;77,77;Jardim Botânico;M;35;4279,41;Em dia;15/03/2026
C02994;CLI00614;15/05/2025;Online;Loja física;1195,12;24;49,8;Alto da Serra;F;49;2312,6;Em dia;15/03/2026
C02995;CLI00641;29/08/2025;Zona Leste;Loja física;3748,47;18;208,25;Parque das Flores;F;47;2500,06;Inadimplente;15/03/2026
C02996;CLI00369;07/10/2025;Shopping Norte;Loja física;1408,79;10;140,88;Bela Vista;F;24;2408,94;Em dia;15/03/2026
C02997;CLI00524;19/07/2025;Online;Site;1542,44;18;85,69;Jd. America;F;46;1482,09;Em dia;15/03/2026
C02998;CLI00076;25/06/2025;Zona Leste;Site;1983,1;24;82,63;Vila Progresso;M;52;2646,59;Em dia;15/03/2026
C02999;CLI01839;29/06/2025;Online;Site;2662,9;12;221,91;Vila Progresso;M;63;6136,51;Em dia;15/03/2026
C03000;CLI00137;27/10/2025;Zona Leste;Site;5891,56;18;327,31;Vila Progresso;M;34;1691,11;Inadimplente;15/03/2026
C03001;CLI01645;06/10/2025;Shopping Norte;Site;1932,67;12;161,06;Bela Vista;F;42;1695,35;Inadimplente;15/03/2026
C03002;CLI00049;28/12/2024;Shopping Norte;Loja física;2086,54;12;173,88;Alto da Serra;F;43;3993,67;Quitado;15/03/2026
C03004;CLI00057;16/07/2024;Centro;Loja física;2907,67;6;484,61;Vila Progresso;M;36;1452,56;Inadimplente;15/03/2026
C03005;CLI01018;29/08/2024;Shopping Norte;Loja física;1317,98;10;131,8;Centro;F;52;1390,9;Quitado;15/03/2026
C03006;CLI00665;19/08/2024;Shopping Norte;Site;1981,66;10;198,17;Vila Progresso;F;56;3497,84;Quitado;15/03/2026
C03007;CLI00325;31/08/2024;Online;Loja física;2267,63;6;377,94;Bela Vista;M;78;1632,14;Quitado;15/03/2026
C03008;CLI02231;17/04/2025;Centro;Loja física;1213,1;12;101,09;Centro;F;51;3939,44;Inadimplente;15/03/2026
C03009;CLI01057;26/08/2025;Zona Leste;Site;1705,51;12;142,13;Jardim América;M;26;2587,07;Inadimplente;15/03/2026
C03010;CLI02420;08/08/2025;Zona Leste;Site;2406,54;12;200,54;Centro;M;48;3054,31;Em dia;15/03/2026
C03011;CLI02496;02/11/2025;Online;Loja física;2807,19;12;233,93;Jardim Botânico;M;36;5562,76;Em dia;15/03/2026
C03012;CLI00222;21/08/2025;Shopping Norte;Televendas;721,87;12;60,16;Parque das Flores;M;37;2977,02;Inadimplente;15/03/2026
C03013;CLI01276;18/01/2025;Online;Loja física;2363,19;24;98,47;Parque das Flores;M;39;4318,23;Em dia;15/03/2026
