id_contrato;data_ocorrencia;tipo_ocorrencia;canal
C01514;11/01/2026;Duvida sobre produto;Site
C01516;14/03/2025;Duvida sobre produto;Telefone
C01516;26/09/2025;Segunda via de boleto;WhatsApp
C01516;02/11/2025;Segunda via de boleto;WhatsApp
C01516;31/12/2025;Negociacao de divida;Telefone
C01520;28/10/2025;Segunda via de boleto;WhatsApp
C01520;02/12/2025;Segunda via de boleto;Loja
C01520;01/01/2026;Duvida sobre produto;Site
C01520;18/02/2026;Negociacao de divida;WhatsApp
C01521;10/11/2025;Atualizacao cadastral;Loja
C01522;21/09/2025;Solicitacao de assistencia tecnica;Telefone
C01522;10/12/2025;Negociacao de divida;WhatsApp
C01523;12/10/2024;Duvida sobre produto;WhatsApp
C01523;15/02/2025;Segunda via de boleto;Loja
C01524;25/02/2025;Atualizacao cadastral;WhatsApp
C01524;28/08/2025;Duvida sobre produto;Loja
C01528;16/08/2025;Segunda via de boleto;Loja
C01531;02/02/2026;Atualizacao cadastral;Telefone
C01534;14/03/2025;Segunda via de boleto;Loja
C01535;03/01/2025;Reclamacao de entrega;WhatsApp
C01536;10/10/2025;Atualizacao cadastral;Site
C01537;30/09/2025;Segunda via de boleto;Telefone
C01537;07/12/2025;Atualizacao cadastral;Telefone
C01539;30/10/2024;Atualizacao cadastral;Site
C01542;04/02/2026;Negociacao de divida;Telefone
C01542;17/02/2026;Solicitacao de assistencia tecnica;Site
C01544;11/01/2025;Segunda via de boleto;Loja
C01544;15/03/2025;Segunda via de boleto;Telefone
C01544;10/04/2025;Segunda via de boleto;WhatsApp
C01546;14/05/2025;Negociacao de divida;WhatsApp
C01547;01/07/2025;Segunda via de boleto;WhatsApp
C01551;28/12/2025;Segunda via de boleto;Telefone
C01551;30/01/2026;Solicitacao de assistencia tecnica;Telefone
C01551;10/03/2026;Duvida sobre produto;Telefone
C01555;21/11/2025;Solicitacao de assistencia tecnica;Telefone
C01557;05/07/2025;Segunda via de boleto;Telefone
C01559;20/12/2024;Duvida sobre produto;WhatsApp
C01560;07/09/2025;Atualizacao cadastral;Loja
C01561;14/10/2025;Segunda via de boleto;WhatsApp
C01564;16/10/2025;Reclamacao de entrega;Loja
C01565;22/03/2025;Duvida sobre produto;WhatsApp
C01565;28/10/2025;Solicitacao de assistencia tecnica;WhatsApp
C01566;23/10/2025;Reclamacao de entrega;WhatsApp
C01566;08/01/2026;Segunda via de boleto;Telefone
C01567;29/07/2025;Reclamacao de entrega;WhatsApp
C01567;04/08/2025;Segunda via de boleto;Telefone
C01567;17/02/2026;Duvida sobre produto;Site
C01569;22/03/2025;Atualizacao cadastral;WhatsApp
C01573;11/02/2025;Segunda via de boleto;Loja
C01573;07/03/2025;Solicitacao de assistencia tecnica;Loja
C01575;29/01/2025;Segunda via de boleto;Loja
C01575;20/06/2025;Negociacao de divida;WhatsApp
C01575;20/07/2025;Atualizacao cadastral;Telefone
C01577;19/07/2025;Segunda via de boleto;Telefone
C01577;28/01/2026;Reclamacao de entrega;Loja
C01577;26/02/2026;Negociacao de divida;WhatsApp
C01578;16/10/2025;Segunda via de boleto;WhatsApp
C01578;10/03/2026;Reclamacao de entrega;Site
C01579;18/12/2025;Atualizacao cadastral;Site
C01580;03/10/2024;Atualizacao cadastral;Loja
C01580;12/07/2025;Reclamacao de entrega;Site
C01582;03/08/2024;Solicitacao de assistencia tecnica;Telefone
C01582;10/04/2025;Solicitacao de assistencia tecnica;WhatsApp
C01583;08/03/2026;Solicitacao de assistencia tecnica;Site
C01585;25/08/2025;Segunda via de boleto;Telefone
C01585;10/10/2025;Segunda via de boleto;Loja
C01585;14/12/2025;Segunda via de boleto;Loja
C01587;04/09/2025;Segunda via de boleto;WhatsApp
C01588;21/05/2025;Segunda via de boleto;WhatsApp
C01589;23/09/2025;Segunda via de boleto;WhatsApp
C01589;01/03/2026;Negociacao de divida;WhatsApp
C01590;21/12/2025;Duvida sobre produto;WhatsApp
C01591;18/04/2025;Segunda via de boleto;Loja
C01591;28/04/2025;Segunda via de boleto;Telefone
C01592;26/08/2024;Duvida sobre produto;Telefone
C01592;23/10/2024;Segunda via de boleto;Telefone
C01592;26/01/2025;Atualizacao cadastral;Site
C01592;09/02/2025;Negociacao de divida;Telefone
C01593;08/11/2025;Reclamacao de entrega;Site
C01594;22/09/2025;Solicitacao de assistencia tecnica;Loja
C01595;17/12/2025;Atualizacao cadastral;Site
C01597;08/04/2025;Solicitacao de assistencia tecnica;WhatsApp
C01599;10/11/2025;Atualizacao cadastral;Site
C01600;16/11/2025;Segunda via de boleto;Loja
C01603;21/11/2024;Segunda via de boleto;WhatsApp
C01603;02/03/2025;Negociacao de divida;WhatsApp
C01606;25/02/2026;Negociacao de divida;WhatsApp
C01607;29/04/2025;Negociacao de divida;WhatsApp
C01608;30/01/2026;Negociacao de divida;WhatsApp
C01609;26/06/2025;Duvida sobre produto;Site
C01609;12/07/2025;Solicitacao de assistencia tecnica;Telefone
C01609;22/07/2025;Segunda via de boleto;Telefone
C01609;17/09/2025;Segunda via de boleto;Telefone
C01609;20/09/2025;Segunda via de boleto;Telefone
C01610;04/07/2025;Negociacao de divida;WhatsApp
C01611;28/11/2025;Reclamacao de entrega;WhatsApp
C01614;25/05/2025;Solicitacao de assistencia tecnica;Telefone
C01614;06/08/2025;Reclamacao de entrega;Loja
C01616;15/10/2025;Reclamacao de entrega;Site
C01621;05/08/2025;Segunda via de boleto;Loja
C01621;11/09/2025;Atualizacao cadastral;Telefone
C01621;21/01/2026;Solicitacao de assistencia tecnica;Loja
C01621;13/03/2026;Negociacao de divida;Telefone
C01622;27/10/2025;Segunda via de boleto;WhatsApp
C01623;26/03/2025;Segunda via de boleto;WhatsApp
C01623;03/04/2025;Segunda via de boleto;WhatsApp
C01628;11/12/2025;Segunda via de boleto;Loja
C01632;13/12/2025;Segunda via de boleto;WhatsApp
C01632;24/12/2025;Reclamacao de entrega;Telefone
C01635;26/11/2025;Negociacao de divida;Telefone
C01639;10/11/2025;Negociacao de divida;WhatsApp
C01640;04/09/2025;Duvida sobre produto;Site
C01640;21/01/2026;Segunda via de boleto;Telefone
C01641;14/02/2026;Negociacao de divida;Telefone
C01642;29/10/2025;Atualizacao cadastral;Loja
C01642;24/11/2025;Segunda via de boleto;WhatsApp
C01642;09/02/2026;Negociacao de divida;Telefone
C01644;21/07/2025;Segunda via de boleto;Telefone
C01644;19/02/2026;Reclamacao de entrega;Site
C01646;30/11/2024;Segunda via de boleto;Loja
C01646;28/06/2025;Negociacao de divida;WhatsApp
C01651;22/11/2025;Segunda via de boleto;Loja
C01651;22/01/2026;Segunda via de boleto;WhatsApp
C01651;22/02/2026;Negociacao de divida;WhatsApp
C01652;08/06/2025;Atualizacao cadastral;Telefone
C01652;12/07/2025;Atualizacao cadastral;WhatsApp
C01653;17/01/2026;Reclamacao de entrega;Telefone
C01654;02/03/2025;Segunda via de boleto;WhatsApp
C01654;25/04/2025;Reclamacao de entrega;Site
C01654;13/05/2025;Segunda via de boleto;WhatsApp
C01655;17/11/2024;Solicitacao de assistencia tecnica;Telefone
C01660;19/11/2024;Atualizacao cadastral;Site
C01660;16/01/2025;Segunda via de boleto;WhatsApp
C01660;19/03/2025;Solicitacao de assistencia tecnica;Telefone
C01660;24/03/2025;Segunda via de boleto;Loja
C01661;13/10/2025;Segunda via de boleto;WhatsApp
C01663;27/11/2025;Segunda via de boleto;WhatsApp
C01664;27/02/2026;Negociacao de divida;WhatsApp
C01665;06/11/2025;Segunda via de boleto;Loja
C01669;18/10/2025;Segunda via de boleto;WhatsApp
C01669;15/12/2025;Segunda via de boleto;Telefone
C01669;21/12/2025;Segunda via de boleto;WhatsApp
C01669;21/01/2026;Negociacao de divida;WhatsApp
C01671;08/07/2025;Segunda via de boleto;Telefone
C01671;17/09/2025;Segunda via de boleto;WhatsApp
C01671;22/09/2025;Segunda via de boleto;Loja
C01671;11/12/2025;Segunda via de boleto;WhatsApp
C01671;16/02/2026;Negociacao de divida;Telefone
C01672;28/12/2025;Segunda via de boleto;Loja
C01672;17/02/2026;Negociacao de divida;WhatsApp
C01673;11/08/2025;Negociacao de divida;Telefone
C01675;03/08/2025;Segunda via de boleto;Telefone
C01676;23/08/2025;Solicitacao de assistencia tecnica;Site
C01676;08/12/2025;Segunda via de boleto;Loja
C01676;08/12/2025;Solicitacao de assistencia tecnica;Loja
C01676;20/02/2026;Negociacao de divida;Telefone
C01678;10/02/2026;Negociacao de divida;Telefone
C01681;24/08/2025;Reclamacao de entrega;Site
C01683;22/06/2025;Atualizacao cadastral;Site
C01683;31/08/2025;Segunda via de boleto;Telefone
C01683;22/01/2026;Reclamacao de entrega;WhatsApp
C01686;20/01/2025;Reclamacao de entrega;Telefone
C01686;15/11/2025;Negociacao de divida;Telefone
C01688;02/11/2024;Duvida sobre produto;Loja
C01691;20/10/2025;Segunda via de boleto;Loja
C01694;13/03/2026;Negociacao de divida;WhatsApp
C01696;19/02/2026;Negociacao de divida;WhatsApp
C01699;17/06/2025;Segunda via de boleto;Loja
C01699;21/08/2025;Segunda via de boleto;WhatsApp
C01699;02/09/2025;Segunda via de boleto;Loja
C01699;22/10/2025;Segunda via de boleto;Telefone
C01699;29/10/2025;Segunda via de boleto;Loja
C01700;27/09/2025;Segunda via de boleto;Loja
C01700;16/10/2025;Segunda via de boleto;WhatsApp
C01700;04/01/2026;Segunda via de boleto;WhatsApp
C01702;24/12/2025;Segunda via de boleto;Telefone
C01702;11/03/2026;Solicitacao de assistencia tecnica;Site
C01704;30/03/2025;Solicitacao de assistencia tecnica;Site
C01704;01/06/2025;Negociacao de divida;Telefone
C01706;19/06/2025;Segunda via de boleto;WhatsApp
C01706;01/12/2025;Solicitacao de assistencia tecnica;WhatsApp
C01706;27/12/2025;Solicitacao de assistencia tecnica;Site
C01710;15/02/2026;Negociacao de divida;Telefone
C01712;11/12/2025;Segunda via de boleto;Loja
C01716;19/06/2025;Solicitacao de assistencia tecnica;Loja
C01716;28/06/2025;Segunda via de boleto;Loja
C01717;24/12/2025;Solicitacao de assistencia tecnica;WhatsApp
C01718;18/12/2024;Solicitacao de assistencia tecnica;Loja
C01720;02/03/2026;Negociacao de divida;WhatsApp
C01721;07/12/2025;Atualizacao cadastral;Loja
C01721;11/03/2026;Negociacao de divida;WhatsApp
C01723;19/08/2025;Atualizacao cadastral;Loja
C01723;03/12/2025;Solicitacao de assistencia tecnica;WhatsApp
C01723;09/02/2026;Duvida sobre produto;Site
C01724;16/01/2026;Segunda via de boleto;Telefone
C01725;02/03/2025;Solicitacao de assistencia tecnica;Loja
C01725;17/05/2025;Segunda via de boleto;Telefone
C01725;01/06/2025;Segunda via de boleto;WhatsApp
C01727;02/06/2025;Solicitacao de assistencia tecnica;WhatsApp
C01728;26/01/2026;Negociacao de divida;WhatsApp
C01729;20/07/2025;Segunda via de boleto;Loja
C01729;07/11/2025;Segunda via de boleto;WhatsApp
C01729;06/03/2026;Negociacao de divida;Telefone
C01730;26/02/2026;Negociacao de divida;WhatsApp
C01732;18/07/2025;Segunda via de boleto;WhatsApp
C01733;25/12/2025;Segunda via de boleto;WhatsApp
C01733;03/02/2026;Segunda via de boleto;Loja
C01734;08/12/2025;Atualizacao cadastral;Telefone
C01735;12/03/2026;Negociacao de divida;Telefone
C01736;02/12/2025;Segunda via de boleto;Loja
C01736;05/03/2026;Negociacao de divida;Telefone
C01738;19/02/2026;Negociacao de divida;WhatsApp
C01740;10/02/2026;Reclamacao de entrega;Site
C01740;11/03/2026;Negociacao de divida;WhatsApp
C01742;03/07/2025;Solicitacao de assistencia tecnica;WhatsApp
C01742;19/12/2025;Duvida sobre produto;WhatsApp
C01742;23/02/2026;Negociacao de divida;Telefone
C01743;17/01/2026;Reclamacao de entrega;Loja
C01743;31/01/2026;Negociacao de divida;WhatsApp
C01744;28/02/2026;Negociacao de divida;WhatsApp
C01745;29/08/2025;Segunda via de boleto;Loja
C01745;21/12/2025;Segunda via de boleto;Telefone
C01746;16/01/2026;Duvida sobre produto;Telefone
C01748;27/10/2025;Segunda via de boleto;Telefone
C01748;03/03/2026;Negociacao de divida;WhatsApp
C01749;26/10/2024;Atualizacao cadastral;WhatsApp
C01749;15/11/2024;Segunda via de boleto;WhatsApp
C01750;24/02/2026;Duvida sobre produto;Telefone
C01752;26/09/2025;Segunda via de boleto;Telefone
C01752;17/11/2025;Duvida sobre produto;Telefone
C01753;16/09/2025;Segunda via de boleto;WhatsApp
C01753;31/12/2025;Segunda via de boleto;Telefone
C01753;09/03/2026;Negociacao de divida;WhatsApp
C01754;31/12/2025;Duvida sobre produto;Loja
C01756;12/09/2024;Solicitacao de assistencia tecnica;WhatsApp
C01758;30/10/2025;Segunda via de boleto;Loja
C01759;14/12/2025;Atualizacao cadastral;WhatsApp
C01759;03/01/2026;Segunda via de boleto;WhatsApp
C01760;19/05/2025;Atualizacao cadastral;WhatsApp
C01760;26/09/2025;Segunda via de boleto;WhatsApp
C01760;05/01/2026;Reclamacao de entrega;Loja
C01760;09/03/2026;Negociacao de divida;Telefone
C01763;01/11/2025;Segunda via de boleto;Telefone
C01767;05/10/2025;Segunda via de boleto;WhatsApp
C01767;19/01/2026;Atualizacao cadastral;Site
C01769;30/01/2026;Negociacao de divida;Telefone
C01772;31/12/2025;Reclamacao de entrega;WhatsApp
C01773;15/09/2025;Negociacao de divida;WhatsApp
C01777;09/10/2025;Segunda via de boleto;Loja
C01777;11/02/2026;Negociacao de divida;WhatsApp
C01780;13/10/2025;Segunda via de boleto;WhatsApp
C01780;22/02/2026;Negociacao de divida;Telefone
C01781;27/05/2025;Atualizacao cadastral;Loja
C01781;18/06/2025;Atualizacao cadastral;Telefone
C01781;29/08/2025;Segunda via de boleto;WhatsApp
C01781;22/09/2025;Segunda via de boleto;Telefone
C01781;23/11/2025;Reclamacao de entrega;Telefone
C01782;07/11/2025;Atualizacao cadastral;Telefone
C01783;04/12/2024;Duvida sobre produto;Site
C01783;05/12/2024;Duvida sobre produto;Telefone
C01783;02/10/2025;Negociacao de divida;WhatsApp
C01785;17/02/2026;Reclamacao de entrega;Telefone
C01785;22/02/2026;Negociacao de divida;Telefone
C01789;26/07/2025;Solicitacao de assistencia tecnica;Site
C01789;14/11/2025;Segunda via de boleto;Telefone
C01790;18/01/2026;Reclamacao de entrega;WhatsApp
C01791;05/11/2025;Negociacao de divida;Telefone
C01793;09/08/2025;Segunda via de boleto;WhatsApp
C01794;22/02/2025;Solicitacao de assistencia tecnica;Site
C01795;09/08/2025;Duvida sobre produto;WhatsApp
C01795;27/02/2026;Negociacao de divida;WhatsApp
C01797;26/01/2026;Negociacao de divida;Telefone
C01802;02/06/2025;Segunda via de boleto;Loja
C01803;12/02/2026;Negociacao de divida;WhatsApp
C01805;14/12/2025;Solicitacao de assistencia tecnica;WhatsApp
C01807;02/04/2025;Reclamacao de entrega;Site
C01809;04/05/2025;Solicitacao de assistencia tecnica;Telefone
C01809;01/08/2025;Segunda via de boleto;Telefone
C01813;27/02/2026;Negociacao de divida;Telefone
C01815;05/04/2025;Segunda via de boleto;Loja
C01816;17/09/2024;Segunda via de boleto;WhatsApp
C01816;17/02/2025;Segunda via de boleto;Telefone
C01816;15/03/2025;Negociacao de divida;WhatsApp
C01818;28/10/2025;Negociacao de divida;Telefone
C01819;02/08/2025;Segunda via de boleto;WhatsApp
C01819;10/08/2025;Segunda via de boleto;WhatsApp
C01819;22/08/2025;Segunda via de boleto;Telefone
C01820;12/12/2025;Segunda via de boleto;Loja
C01824;16/05/2025;Solicitacao de assistencia tecnica;WhatsApp
C01824;13/10/2025;Duvida sobre produto;WhatsApp
C01825;22/12/2024;Reclamacao de entrega;Site
C01826;02/08/2025;Segunda via de boleto;Loja
C01826;14/09/2025;Atualizacao cadastral;Telefone
C01827;13/05/2025;Solicitacao de assistencia tecnica;WhatsApp
C01827;01/07/2025;Reclamacao de entrega;Site
C01827;31/10/2025;Atualizacao cadastral;WhatsApp
C01827;11/01/2026;Negociacao de divida;Telefone
C01829;08/09/2025;Atualizacao cadastral;Loja
C01831;01/10/2025;Duvida sobre produto;WhatsApp
C01831;13/01/2026;Negociacao de divida;Telefone
C01832;24/02/2026;Negociacao de divida;WhatsApp
C01833;09/02/2026;Solicitacao de assistencia tecnica;Site
C01835;26/04/2025;Segunda via de boleto;WhatsApp
C01837;15/09/2025;Segunda via de boleto;Loja
C01837;30/01/2026;Negociacao de divida;Telefone
C01839;31/05/2025;Solicitacao de assistencia tecnica;Site
C01839;06/07/2025;Atualizacao cadastral;Site
C01839;26/09/2025;Segunda via de boleto;Telefone
C01839;31/10/2025;Solicitacao de assistencia tecnica;Telefone
C01840;21/02/2026;Negociacao de divida;Telefone
C01842;05/11/2025;Segunda via de boleto;Loja
C01843;12/08/2025;Segunda via de boleto;WhatsApp
C01845;05/04/2025;Reclamacao de entrega;Site
C01845;29/06/2025;Segunda via de boleto;Telefone
C01845;03/02/2026;Negociacao de divida;WhatsApp
C01848;13/05/2025;Atualizacao cadastral;WhatsApp
C01848;25/06/2025;Segunda via de boleto;WhatsApp
C01848;02/07/2025;Segunda via de boleto;Telefone
C01850;14/03/2025;Reclamacao de entrega;WhatsApp
C01850;06/07/2025;Segunda via de boleto;WhatsApp
C01850;22/07/2025;Segunda via de boleto;WhatsApp
C01850;24/08/2025;Negociacao de divida;Telefone
C01852;11/12/2025;Segunda via de boleto;Loja
C01852;17/01/2026;Solicitacao de assistencia tecnica;Loja
C01853;22/04/2025;Reclamacao de entrega;Loja
C01853;18/10/2025;Segunda via de boleto;Telefone
C01854;01/01/2026;Reclamacao de entrega;Telefone
C01855;05/02/2026;Negociacao de divida;WhatsApp
C01859;11/10/2025;Segunda via de boleto;WhatsApp
C01859;28/11/2025;Atualizacao cadastral;Telefone
C01860;01/12/2025;Segunda via de boleto;Telefone
C01860;14/02/2026;Negociacao de divida;WhatsApp
C01861;16/11/2024;Duvida sobre produto;WhatsApp
C01861;08/04/2025;Atualizacao cadastral;WhatsApp
C01863;01/09/2025;Atualizacao cadastral;Site
C01864;21/11/2025;Segunda via de boleto;Telefone
C01864;14/02/2026;Negociacao de divida;WhatsApp
C01865;02/03/2025;Atualizacao cadastral;Telefone
C01866;24/11/2025;Segunda via de boleto;WhatsApp
C01868;14/04/2025;Duvida sobre produto;WhatsApp
C01868;05/10/2025;Solicitacao de assistencia tecnica;WhatsApp
C01869;17/09/2024;Atualizacao cadastral;Loja
C01870;02/11/2025;Segunda via de boleto;Telefone
C01871;03/10/2025;Segunda via de boleto;Telefone
C01873;21/10/2025;Segunda via de boleto;Loja
C01873;26/02/2026;Negociacao de divida;Telefone
C01874;17/08/2025;Segunda via de boleto;Telefone
C01874;06/11/2025;Duvida sobre produto;Site
C01874;11/11/2025;Segunda via de boleto;Telefone
C01875;14/03/2025;Segunda via de boleto;Loja
C01876;26/07/2025;Reclamacao de entrega;Site
C01877;14/05/2025;Duvida sobre produto;Site
C01877;04/08/2025;Segunda via de boleto;WhatsApp
C01877;15/08/2025;Solicitacao de assistencia tecnica;Loja
C01877;07/01/2026;Segunda via de boleto;Loja
C01878;01/06/2025;Solicitacao de assistencia tecnica;Site
C01878;01/01/2026;Negociacao de divida;WhatsApp
C01878;06/02/2026;Atualizacao cadastral;Site
C01879;25/05/2025;Segunda via de boleto;Loja
C01880;07/10/2025;Segunda via de boleto;Telefone
C01880;07/02/2026;Negociacao de divida;WhatsApp
C01881;21/03/2025;Solicitacao de assistencia tecnica;Telefone
C01881;11/12/2025;Negociacao de divida;WhatsApp
C01882;07/11/2025;Duvida sobre produto;Loja
C01884;27/12/2025;Atualizacao cadastral;Site
C01884;28/02/2026;Atualizacao cadastral;Telefone
C01886;04/08/2025;Negociacao de divida;WhatsApp
C01886;01/09/2025;Duvida sobre produto;Site
C01890;22/01/2026;Segunda via de boleto;WhatsApp
C01891;07/05/2025;Atualizacao cadastral;Site
C01891;10/09/2025;Reclamacao de entrega;Telefone
C01894;19/11/2025;Segunda via de boleto;Loja
C01894;01/01/2026;Segunda via de boleto;Loja
C01894;14/02/2026;Negociacao de divida;WhatsApp
C01896;06/03/2026;Negociacao de divida;WhatsApp
C01897;18/09/2025;Segunda via de boleto;Loja
C01897;01/11/2025;Segunda via de boleto;Telefone
C01898;29/08/2025;Segunda via de boleto;WhatsApp
C01898;23/09/2025;Segunda via de boleto;Telefone
C01898;21/10/2025;Segunda via de boleto;WhatsApp
C01898;18/12/2025;Segunda via de boleto;Telefone
C01898;01/03/2026;Negociacao de divida;WhatsApp
C01900;25/11/2025;Reclamacao de entrega;Telefone
C01901;02/08/2025;Reclamacao de entrega;Loja
C01901;12/10/2025;Segunda via de boleto;Telefone
C01902;03/02/2025;Segunda via de boleto;WhatsApp
C01902;30/03/2025;Reclamacao de entrega;Telefone
C01903;18/01/2026;Segunda via de boleto;Loja
C01903;15/02/2026;Negociacao de divida;WhatsApp
C01904;16/09/2025;Segunda via de boleto;Loja
C01905;11/12/2025;Negociacao de divida;Telefone
C01905;22/12/2025;Reclamacao de entrega;Site
C01907;18/02/2026;Negociacao de divida;WhatsApp
C01908;29/10/2025;Segunda via de boleto;Telefone
C01910;19/08/2025;Segunda via de boleto;Telefone
C01910;31/08/2025;Solicitacao de assistencia tecnica;Loja
C01910;16/10/2025;Segunda via de boleto;Telefone
C01911;16/09/2025;Negociacao de divida;WhatsApp
C01912;11/10/2025;Segunda via de boleto;Loja
C01916;28/01/2026;Negociacao de divida;WhatsApp
C01918;26/07/2025;Segunda via de boleto;Telefone
C01918;29/07/2025;Atualizacao cadastral;Telefone
C01918;26/10/2025;Segunda via de boleto;Loja
C01918;15/01/2026;Duvida sobre produto;Telefone
C01920;25/08/2025;Reclamacao de entrega;WhatsApp
C01920;12/02/2026;Negociacao de divida;Telefone
C01922;12/11/2025;Segunda via de boleto;WhatsApp
C01922;06/02/2026;Solicitacao de assistencia tecnica;Telefone
C01925;20/09/2025;Solicitacao de assistencia tecnica;Loja
C01925;04/01/2026;Segunda via de boleto;Loja
C01926;21/06/2025;Segunda via de boleto;Loja
C01927;22/08/2025;Segunda via de boleto;Telefone
C01928;08/03/2026;Atualizacao cadastral;Site
C01930;31/10/2025;Duvida sobre produto;Loja
C01930;18/01/2026;Segunda via de boleto;Telefone
C01933;19/01/2025;Solicitacao de assistencia tecnica;Telefone
C01936;13/12/2024;Reclamacao de entrega;WhatsApp
C01936;15/01/2025;Solicitacao de assistencia tecnica;Loja
C01936;14/06/2025;Reclamacao de entrega;Site
C01938;31/05/2025;Reclamacao de entrega;Site
C01938;18/12/2025;Duvida sobre produto;Loja
C01940;15/09/2024;Atualizacao cadastral;Telefone
C01942;09/10/2025;Duvida sobre produto;Site
C01942;10/10/2025;Negociacao de divida;Telefone
C01943;31/01/2025;Negociacao de divida;WhatsApp
C01944;29/01/2025;Solicitacao de assistencia tecnica;Telefone
C01944;11/11/2025;Reclamacao de entrega;Telefone
C01945;24/09/2025;Segunda via de boleto;Telefone
C01946;05/02/2026;Negociacao de divida;Telefone
C01947;09/12/2025;Negociacao de divida;WhatsApp
C01948;06/12/2024;Segunda via de boleto;Loja
C01948;27/12/2024;Segunda via de boleto;WhatsApp
C01948;14/04/2025;Segunda via de boleto;Telefone
C01948;31/05/2025;Negociacao de divida;WhatsApp
C01951;22/09/2025;Segunda via de boleto;Loja
C01953;20/06/2025;Atualizacao cadastral;WhatsApp
C01953;26/10/2025;Segunda via de boleto;WhatsApp
C01955;17/02/2026;Negociacao de divida;Telefone
C01956;30/12/2024;Segunda via de boleto;Telefone
C01956;27/05/2025;Negociacao de divida;WhatsApp
C01957;08/02/2026;Negociacao de divida;WhatsApp
C01958;31/05/2025;Segunda via de boleto;Telefone
C01959;02/09/2024;Segunda via de boleto;WhatsApp
C01959;16/09/2024;Segunda via de boleto;WhatsApp
C01959;03/10/2024;Atualizacao cadastral;WhatsApp
C01959;02/01/2025;Negociacao de divida;Telefone
C01959;19/03/2025;Atualizacao cadastral;Telefone
C01962;27/10/2025;Atualizacao cadastral;WhatsApp
C01963;16/06/2025;Solicitacao de assistencia tecnica;Site
C01966;09/10/2025;Atualizacao cadastral;WhatsApp
C01967;07/11/2025;Duvida sobre produto;Telefone
C01968;27/03/2025;Segunda via de boleto;WhatsApp
C01973;11/02/2026;Solicitacao de assistencia tecnica;Site
C01974;30/04/2025;Solicitacao de assistencia tecnica;Loja
C01974;02/05/2025;Atualizacao cadastral;Telefone
C01974;24/01/2026;Segunda via de boleto;Loja
C01978;27/01/2026;Solicitacao de assistencia tecnica;Site
C01979;16/09/2025;Segunda via de boleto;Loja
C01982;05/06/2025;Solicitacao de assistencia tecnica;Site
C01983;03/05/2025;Segunda via de boleto;Loja
C01983;14/10/2025;Negociacao de divida;Telefone
C01984;12/02/2026;Negociacao de divida;WhatsApp
C01985;26/05/2025;Segunda via de boleto;Telefone
C01990;05/08/2025;Segunda via de boleto;WhatsApp
C01992;19/07/2025;Segunda via de boleto;Loja
C01992;21/10/2025;Segunda via de boleto;Telefone
C01995;06/04/2025;Segunda via de boleto;Loja
C01995;27/07/2025;Segunda via de boleto;Telefone
C01995;18/08/2025;Segunda via de boleto;WhatsApp
C01995;04/10/2025;Negociacao de divida;Telefone
C01999;10/06/2025;Reclamacao de entrega;Site
C02001;21/06/2024;Segunda via de boleto;Telefone
C02001;31/07/2024;Segunda via de boleto;WhatsApp
C02001;26/08/2024;Segunda via de boleto;WhatsApp
C02003;06/07/2025;Solicitacao de assistencia tecnica;Loja
C02003;31/08/2025;Solicitacao de assistencia tecnica;Loja
C02003;09/10/2025;Segunda via de boleto;Loja
C02003;25/12/2025;Reclamacao de entrega;Site
C02005;15/02/2025;Segunda via de boleto;Telefone
C02005;28/07/2025;Negociacao de divida;WhatsApp
C02006;24/12/2025;Segunda via de boleto;Telefone
C02007;01/07/2025;Atualizacao cadastral;Site
C02008;19/02/2026;Negociacao de divida;Telefone
C02009;12/08/2025;Segunda via de boleto;WhatsApp
C02009;20/08/2025;Segunda via de boleto;WhatsApp
C02009;29/11/2025;Reclamacao de entrega;Site
C02009;27/01/2026;Negociacao de divida;Telefone
C02010;24/06/2025;Reclamacao de entrega;Site
C02012;30/07/2025;Segunda via de boleto;Loja
C02013;29/06/2025;Atualizacao cadastral;Telefone
C02016;15/12/2025;Segunda via de boleto;WhatsApp
C02017;22/09/2025;Duvida sobre produto;WhatsApp
C02017;05/02/2026;Negociacao de divida;Telefone
C02018;13/06/2025;Duvida sobre produto;WhatsApp
C02018;18/09/2025;Segunda via de boleto;WhatsApp
C02018;19/01/2026;Reclamacao de entrega;Site
C02020;21/08/2025;Segunda via de boleto;Loja
C02022;18/02/2026;Negociacao de divida;Telefone
C02023;08/02/2025;Reclamacao de entrega;Telefone
C02023;18/05/2025;Segunda via de boleto;WhatsApp
C02024;28/02/2026;Negociacao de divida;Telefone
C02025;23/04/2025;Segunda via de boleto;Telefone
C02025;30/04/2025;Atualizacao cadastral;Loja
C02025;11/09/2025;Negociacao de divida;Telefone
C02025;05/11/2025;Duvida sobre produto;Site
C02026;22/12/2025;Segunda via de boleto;WhatsApp
C02028;26/09/2025;Segunda via de boleto;Telefone
C02028;22/02/2026;Negociacao de divida;WhatsApp
C02029;04/05/2025;Segunda via de boleto;WhatsApp
C02029;25/08/2025;Segunda via de boleto;Telefone
C02033;15/01/2025;Segunda via de boleto;Telefone
C02034;08/04/2025;Duvida sobre produto;Telefone
C02035;05/07/2025;Segunda via de boleto;WhatsApp
C02035;06/03/2026;Negociacao de divida;Telefone
C02036;12/11/2025;Segunda via de boleto;Loja
C02036;07/01/2026;Reclamacao de entrega;Telefone
C02038;05/06/2025;Atualizacao cadastral;Telefone
C02038;17/06/2025;Segunda via de boleto;Telefone
